geneSymbol	geneLength
PSORS1C2	868
PSORS1C3	593
PSPC1	4817
PSPC1-AS2	376
PSPH	2762
PSPN	3911
PSRC1	2855
PSTK	6118
PSTPIP1	4574
PSTPIP2	4120
PTAFR	4208
PTAR1	12252
PTBP1	6883
PTBP2	12937
PTBP3	8239
PTCD1	5805
PTCD2	12115
PTCD3	10123
PTCH1	16591
PTCH2	5334
PTCHD1	12883
PTCHD1-AS	2578
PTCHD4	5177
PTCRA	1168
PTCSC2	2283
PTCSC3	571
PTDSS1	6108
PTDSS2	6114
PTEN	11069
PTENP1-AS	4823
PTER	4003
PTF1A	1637
PTGDR	3048
PTGDR2	2881
PTGDS	2712
PTGER1	1413
PTGER2	2465
PTGER3	9653
PTGER4	3544
PTGES	1891
PTGES2	2655
PTGES3	3399
PTGES3L	2856
PTGFR	5764
PTGFRN	6488
PTGIR	3517
PTGIS	5570
PTGR1	3770
PTGR2	8072
PTGS1	5784
PTGS2	5265
PTH	931
PTH1R	2783
PTH2	454
PTH2R	4390
PTHLH	3405
PTK2	13742
PTK2B	7860
PTK6	2953
PTK7	8985
PTMA	3378
PTMS	1515
PTN	1622
PTOV1	5962
PTOV1-AS1	4203
PTOV1-AS2	1023
PTP4A1	5522
PTP4A2	6708
PTP4A3	2877
PTPA	5624
PTPDC1	6369
PTPMT1	2740
PTPN1	4041
PTPN11	7023
PTPN12	5525
PTPN13	9496
PTPN14	18752
PTPN18	5732
PTPN2	8718
PTPN20	4506
PTPN21	7670
PTPN22	4497
PTPN23	5975
PTPN3	9995
PTPN4	13276
PTPN5	5497
PTPN6	5009
PTPN7	5906
PTPN9	8658
PTPRA	4469
PTPRB	14542
PTPRC	9168
PTPRCAP	907
PTPRD	11198
PTPRD-AS1	5014
PTPRD-AS2	2838
PTPRE	11235
PTPRF	10712
PTPRG	14625
PTPRG-AS1	8819
PTPRH	4345
PTPRJ	9620
PTPRJ-AS1	301
PTPRK	9000
PTPRM	9900
PTPRN	8228
PTPRN2	4868
PTPRO	8340
PTPRQ	12412
PTPRR	5037
PTPRS	8565
PTPRT	12943
PTPRU	6682
PTPRZ1	10137
PTRH1	4072
PTRH2	4740
PTRHD1	1917
PTS	3128
PTTG1	1975
PTTG1IP	3537
PTTG2	731
PTX3	1884
PTX4	1688
PUDP	3853
PUF60	4917
PUM1	6621
PUM2	6978
PUM3	2573
PURA	12304
PURB	9232
PURG	3771
PURPL	5603
PUS1	5732
PUS10	7651
PUS3	2010
PUS7	4433
PUS7L	14037
PUSL1	2459
PVALB	1050
PVALEF	1805
PVR	6098
PVRIG	1984
PVT1	24957
PWP1	2804
PWP2	6839
PWRN1	24226
PWRN2	4824
PWRN4	4162
PWWP2A	6537
PWWP2B	2647
PWWP3A	9876
PWWP3B	4343
PXDC1	2474
PXDN	11266
PXDNL	5239
PXK	5355
PXMP2	1421
PXMP4	5719
PXN	7460
PXN-AS1	4629
PXT1	2073
PXYLP1	13343
PYCARD	1660
PYCARD-AS1	1095
PYCR1	2886
PYCR2	3602
PYCR3	3947
PYDC1	861
PYDC2	294
PYGB	4456
PYGL	4546
PYGM	4658
PYGO1	8615
PYGO2	3664
PYHIN1	3484
PYM1	2406
PYROXD1	5723
PYROXD2	3865
PYURF	1311
PYY	1181
PZP	6252
QARS	4703
QDPR	3034
QKI	17364
QPCT	2676
QPCTL	2213
QPRT	3680
QRFP	1653
QRFPR	2830
QRICH1	5328
QRICH2	5775
QRSL1	5453
QSER1	10899
QSOX1	9276
QSOX2	4530
QTRT1	3430
QTRT2	8054
R3HCC1	2630
R3HCC1L	3571
R3HDM1	7898
R3HDM2	5903
R3HDM4	2957
R3HDML	1384
RAB10	3654
RAB11A	5680
RAB11B	2309
RAB11B-AS1	1156
RAB11FIP1	9632
RAB11FIP2	6507
RAB11FIP3	6287
RAB11FIP4	15326
RAB11FIP5	7058
RAB12	2476
RAB13	2763
RAB14	4308
RAB15	5015
RAB17	4761
RAB18	6223
RAB19	997
RAB1A	3313
RAB1B	1950
RAB20	1507
RAB21	16048
RAB22A	9266
RAB23	4919
RAB24	2065
RAB25	1689
RAB26	2488
RAB27A	5603
RAB27B	7154
RAB28	2221
RAB29	3904
RAB2A	5592
RAB2B	3597
RAB30	11832
RAB30-DT	7192
RAB31	5476
RAB32	1065
RAB33A	945
RAB33B	4714
RAB34	3303
RAB35	4018
RAB36	4107
RAB37	5072
RAB38	1432
RAB39A	1885
RAB39B	3413
RAB3A	1786
RAB3B	12780
RAB3C	9621
RAB3D	4384
RAB3GAP1	6629
RAB3GAP2	10343
RAB3IL1	3191
RAB3IP	12612
RAB40A	4018
RAB40AL	1029
RAB40B	6164
RAB40C	4182
RAB41	1344
RAB42	2200
RAB43	4991
RAB44	4259
RAB4A	3310
RAB4B	3935
RAB5A	3767
RAB5B	6525
RAB5C	2761
RAB5IF	1504
RAB6A	4896
RAB6B	6055
RAB6C	3073
RAB6D	3032
RAB7A	2717
RAB7B	3686
RAB8A	4931
RAB8B	5103
RAB9A	2113
RAB9B	3772
RABAC1	1930
RABEP1	7059
RABEP2	4498
RABEPK	3429
RABGAP1	9151
RABGAP1L	16071
RABGAP1L-DT	7845
RABGAP1L-IT1	737
RABGEF1	5529
RABGGTA	3545
RABGGTB	5920
RABIF	3119
RABL2A	6008
RABL2B	5870
RABL3	4684
RABL6	10178
RAC1	3100
RAC2	2523
RAC3	1473
RACGAP1	4487
RACK1	5740
RAD1	6770
RAD17	4159
RAD18	6984
RAD21	6192
RAD21-AS1	2010
RAD21L1	2730
RAD23A	2547
RAD23B	4613
RAD50	10565
RAD51	3084
RAD51-AS1	2820
RAD51AP1	2558
RAD51AP2	3724
RAD51B	7477
RAD51C	6068
RAD51D	11304
RAD52	4503
RAD54B	5319
RAD54L	4078
RAD54L2	11924
RAD9A	4169
RAD9B	3178
RADIL	6513
RADX	4850
RAE1	5642
RAET1E	3004
RAET1E-AS1	605
RAET1G	1486
RAET1L	1346
RAF1	7847
RAG1	7815
RAG2	3502
RAI1	9708
RAI1-AS1	724
RAI14	7581
RAI2	2622
RALA	3579
RALB	2865
RALBP1	8041
RALGAPA1	14258
RALGAPA2	11649
RALGAPB	12631
RALGDS	7648
RALGPS1	10507
RALGPS2	9178
RALY	7513
RALY-AS1	10152
RALYL	4538
RAMAC	1565
RAMACL	1991
RAMP1	1147
RAMP2	1115
RAMP2-AS1	4168
RAMP3	1427
RAN	4667
RANBP1	4620
RANBP10	6456
RANBP17	10965
RANBP2	12299
RANBP3	7445
RANBP3L	3363
RANBP6	4601
RANBP9	3618
RANGAP1	5348
RANGRF	1420
RAP1A	5532
RAP1B	16926
RAP1GAP	5755
RAP1GAP2	7532
RAP1GDS1	5424
RAP2A	5623
RAP2B	8402
RAP2C	4118
RAP2C-AS1	5859
RAPGEF1	7002
RAPGEF2	13275
RAPGEF3	12106
RAPGEF4	7125
RAPGEF4-AS1	5217
RAPGEF5	10257
RAPGEF6	11236
RAPGEFL1	5711
RAPH1	11622
RAPSN	1876
RARA	4743
RARA-AS1	1790
RARB	3697
RARG	5127
RARRES1	2029
RARRES2	1909
RARS	3417
RARS2	2969
RASA1	5237
RASA2	6027
RASA2-IT1	612
RASA3	4775
RASA3-IT1	380
RASA4	8077
RASA4B	4840
RASAL1	4813
RASAL2	16044
RASAL2-AS1	3187
RASAL3	4654
RASD1	1748
RASD2	3447
RASEF	6644
RASGEF1A	6073
RASGEF1B	10183
RASGEF1C	3015
RASGRF1	9929
RASGRF2	11032
RASGRF2-AS1	3816
RASGRP1	6105
RASGRP2	6084
RASGRP3	10749
RASGRP4	4183
RASIP1	4040
RASL10A	2181
RASL10B	3512
RASL11A	1624
RASL11B	2445
RASL12	2681
RASSF1	3683
RASSF1-AS1	790
RASSF10	2804
RASSF10-DT	670
RASSF2	5722
RASSF3	4241
RASSF4	9481
RASSF5	6975
RASSF6	6630
RASSF7	2514
RASSF8	7619
RASSF8-AS1	11316
RASSF9	5515
RAVER1	4979
RAVER2	6070
RAX	3786
RAX2	2414
RB1	6452
RB1-DT	1832
RB1CC1	7613
RBAK	6959
RBAKDN	514
RBBP4	9470
RBBP5	4404
RBBP6	10475
RBBP7	7392
RBBP8	5078
RBBP8NL	2799
RBBP9	3843
RBCK1	4024
RBFA	7945
RBFADN	6623
RBFOX1	10193
RBFOX2	10413
RBFOX3	9873
RBIS	2542
RBKS	3153
RBL1	5956
RBL2	7268
RBM10	3537
RBM11	2360
RBM12	6702
RBM12B	7618
RBM14	3937
RBM15	4670
RBM15-AS1	2611
RBM15B	6624
RBM17	6372
RBM18	5196
RBM19	5866
RBM20	8222
RBM22	3587
RBM23	14022
RBM24	3425
RBM25	11764
RBM26	10122
RBM26-AS1	6752
RBM27	6664
RBM28	15866
RBM3	5827
RBM33	13132
RBM34	2939
RBM38	2697
RBM39	11974
RBM4	6589
RBM41	6101
RBM42	2206
RBM43	4701
RBM44	6049
RBM45	4784
RBM46	4027
RBM47	8544
RBM48	6829
RBM4B	4291
RBM5	10357
RBM5-AS1	1386
RBM6	7299
RBM7	7885
RBM8A	5585
RBMS1	11778
RBMS2	8914
RBMS3	18437
RBMS3-AS1	554
RBMS3-AS2	2303
RBMS3-AS3	5919
RBMX	5882
RBMX2	2786
RBMXL1	5087
RBMXL2	2151
RBMXL3	3442
RBMY1A1	2252
RBMY1B	2266
RBMY1D	1921
RBMY1E	1921
RBMY1F	1921
RBMY1J	1895
RBP1	3905
RBP2	845
RBP3	4290
RBP4	1458
RBP5	3027
RBP7	862
RBPJ	9253
RBPJL	2774
RBPMS	8894
RBPMS-AS1	1522
RBPMS2	2104
RBSN	7921
RBX1	3092
RC3H1	11508
RC3H1-IT1	448
RC3H2	11563
RCAN1	6964
RCAN2	3712
RCAN3	7138
RCAN3AS	762
RCBTB1	4509
RCBTB2	3545
RCC1	3888
RCC1L	4196
RCC2	4079
RCC2-AS1	311
RCCD1	4969
RCE1	3001
RCHY1	6565
RCL1	4140
RCN1	4675
RCN2	9901
RCN3	1703
RCOR1	6199
RCOR2	3049
RCOR3	9092
RCSD1	8165
RCVRN	2571
RD3	4266
RD3L	1454
RDH10	5331
RDH10-AS1	3801
RDH11	5498
RDH12	2355
RDH13	8602
RDH14	1586
RDH16	3464
RDH5	2983
RDH8	2001
RDM1	1975
RDX	8516
REC114	920
REC8	3844
RECK	5569
RECQL	3779
RECQL4	4236
RECQL5	8766
REELD1	2260
REEP1	5846
REEP2	3244
REEP3	5215
REEP4	2266
REEP5	3974
REEP6	2030
REG1A	1715
REG1B	2391
REG3A	1583
REG3G	1845
REG4	3414
REL	13170
RELA	5459
RELA-DT	3728
RELB	3016
RELCH	10690
RELL1	4214
RELL2	2583
RELN	12784
RELT	6187
REM1	1660
REM2	2240
REN	1749
RENBP	2047
REP15	1150
REPIN1	4649
REPS1	9602
REPS2	11336
RER1	5689
RERE	14112
RERE-AS1	1178
RERG	4157
RERG-AS1	337
RERG-IT1	301
RERGL	1549
RESF1	6646
RESP18	1142
REST	7983
RET	6874
RETN	516
RETNLB	1106
RETREG1	4568
RETREG2	5675
RETREG3	5145
RETSAT	4049
REV1	7769
REV3L	12425
REV3L-IT1	382
REX1BD	3370
REXO1	5579
REXO2	3699
REXO4	2654
REXO5	4114
RFC1	6719
RFC2	2211
RFC3	2858
RFC4	2997
RFC5	3249
RFESD	5062
RFFL	8512
RFK	3868
RFLNA	3306
RFLNB	3621
RFNG	3865
RFPL1	1496
RFPL1S	7516
RFPL2	2935
RFPL3	1501
RFPL3S	6902
RFPL4A	1035
RFPL4AL1	908
RFPL4B	1898
RFT1	5479
RFTN1	4769
RFTN2	5776
RFWD3	6456
RFX1	5473
RFX2	9094
RFX3	11169
RFX3-AS1	1562
RFX4	6783
RFX5	4586
RFX6	4091
RFX7	10588
RFX8	3265
RFXANK	2503
RFXAP	2306
RGCC	1030
RGL1	5305
RGL2	4159
RGL3	4358
RGL4	4715
RGMA	13221
RGMB	6643
RGMB-AS1	2358
RGN	2811
RGP1	7126
RGPD1	7166
RGPD2	7018
RGPD3	5818
RGPD4	5464
RGPD4-AS1	2500
RGPD5	14185
RGPD6	13309
RGPD8	8609
RGR	4942
RGS1	4074
RGS10	1274
RGS11	4798
RGS12	13755
RGS13	5923
RGS14	3705
RGS16	2408
RGS17	7932
RGS18	2801
RGS19	2028
RGS2	2088
RGS20	3205
RGS21	1794
RGS22	6363
RGS3	13793
RGS4	4836
RGS5	6624
RGS6	8948
RGS7	2575
RGS7BP	4628
RGS8	6685
RGS9	7051
RGS9BP	2453
RGSL1	9063
RHAG	2691
RHBDD1	6926
RHBDD2	2390
RHBDD3	2997
RHBDF1	4914
RHBDF2	6924
RHBDL1	1884
RHBDL2	2826
RHBDL3	5746
RHBG	3384
RHCE	2433
RHCG	2583
RHD	3313
RHEB	3533
RHEBL1	1299
RHEX	1721
RHNO1	2644
RHO	2768
RHOA	2498
RHOA-IT1	517
RHOB	2367
RHOBTB1	4779
RHOBTB2	6580
RHOBTB3	8827
RHOC	4028
RHOD	1240
RHOF	6181
RHOG	1758
RHOH	6608
RHOJ	4082
RHOQ	6424
RHOT1	6516
RHOT2	5155
RHOU	3965
RHOV	1650
RHOXF1	747
RHOXF1-AS1	2498
RHOXF2	2848
RHOXF2B	2864
RHPN1	4184
RHPN1-AS1	1918
RHPN2	4805
RIBC1	2993
RIBC2	1826
RIC1	8591
RIC3	7694
RIC3-DT	3734
RIC8A	6685
RIC8B	7769
RICTOR	13540
RIDA	1497
RIF1	18166
RIIAD1	2276
RILP	1892
RILPL1	8671
RILPL2	6141
RIMBP2	9655
RIMBP3	6105
RIMBP3B	6105
RIMBP3C	6105
RIMKLA	10638
RIMKLB	8597
RIMS1	12788
RIMS2	13962
RIMS3	7259
RIMS4	5206
RIN1	5377
RIN2	8273
RIN3	8676
RING1	1813
RINL	4201
RINT1	3571
RIOK1	2940
RIOK2	5489
RIOK3	4856
RIOX1	2462
RIOX2	6880
RIPK1	4161
RIPK2	3059
RIPK3	3229
RIPK4	4016
RIPOR1	6729
RIPOR2	9435
RIPOR3	6023
RIPPLY1	1196
RIPPLY2	4172
RIPPLY3	2183
RIT1	4038
RIT2	2045
RITA1	2309
RLBP1	1848
RLF	6232
RLIM	10627
RLN1	1144
RLN2	1029
RLN3	1201
RMC1	3105
RMDN1	5552
RMDN2	6031
RMDN2-AS1	3282
RMDN3	5114
RMI1	3507
RMI2	3611
RMND1	4724
RMND5A	6686
RMND5B	7704
RMRP	268
RMST	10231
RN7SL832P	1756
RNASE1	1083
RNASE10	1200
RNASE11	1851
RNASE12	631
RNASE13	1631
RNASE2	720
RNASE3	720
RNASE4	2154
RNASE6	844
RNASE7	1409
RNASE8	634
RNASE9	2710
RNASEH1	5945
RNASEH1-AS1	4377
RNASEH2A	3645
RNASEH2B	26291
RNASEH2B-AS1	8169
RNASEH2C	5101
RNASEK	1789
RNASEL	6125
RNASET2	7643
RND1	3948
RND2	4368
RND3	3594
RNF10	5900
RNF103	7594
RNF11	3112
RNF111	7181
RNF112	3652
RNF113A	1259
RNF113B	1380
RNF114	4337
RNF115	11059
RNF121	3250
RNF122	1872
RNF123	7419
RNF125	6061
RNF126	3452
RNF128	3418
RNF13	3635
RNF130	12817
RNF133	1383
RNF135	2246
RNF138	3776
RNF139	2700
RNF139-AS1	6949
RNF14	4988
RNF141	7825
RNF144A	6450
RNF144A-AS1	5898
RNF144B	5175
RNF145	4614
RNF146	3508
RNF148	1255
RNF149	5326
RNF150	11012
RNF151	978
RNF152	10213
RNF157	7913
RNF157-AS1	4398
RNF165	11419
RNF166	4377
RNF167	2744
RNF168	5347
RNF169	7842
RNF17	5617
RNF170	6055
RNF175	4390
RNF180	5435
RNF181	1315
RNF182	4098
RNF183	3646
RNF185	3448
RNF185-AS1	353
RNF186	1255
RNF187	3386
RNF19A	5852
RNF19B	2610
RNF2	3906
RNF20	4692
RNF207	6595
RNF208	1150
RNF212	5005
RNF212B	2059
RNF213	28570
RNF213-AS1	6584
RNF214	4407
RNF215	10643
RNF216	7619
RNF216-IT1	337
RNF217	12779
RNF217-AS1	12149
RNF220	9687
RNF222	3070
RNF223	1900
RNF224	1798
RNF225	990
RNF227	2953
RNF24	7644
RNF25	1886
RNF26	2783
RNF31	5056
RNF32	4371
RNF34	4719
RNF38	6138
RNF39	2206
RNF4	7141
RNF40	6523
RNF41	6533
RNF43	7505
RNF44	5627
RNF5	1127
RNF6	4442
RNF7	3102
RNF8	6564
RNFT1	3399
RNFT1-DT	2137
RNFT2	6487
RNGTT	5188
RNH1	7374
RNLS	4790
RNMT	6982
RNPC3	6867
RNPEP	3455
RNPEPL1	7970
RNPS1	8567
RNU6ATAC35P	444
RO60	9102
ROBO1	11059
ROBO2	16663
ROBO3	6981
ROBO4	6620
ROCK1	11075
ROCK2	10198
ROCR	818
ROGDI	3683
ROM1	2495
ROMO1	702
ROPN1	4518
ROPN1B	4032
ROPN1L	1815
ROPN1L-AS1	189
ROR1	6720
ROR1-AS1	3546
ROR2	5880
RORA	17023
RORA-AS1	2143
RORA-AS2	1029
RORB	9621
RORB-AS1	1178
RORC	6517
ROS1	7856
RP1	15703
RP1L1	8922
RP2	3700
RP9	1901
RPA1	5492
RPA2	1981
RPA3	3232
RPA4	1560
RPAIN	7430
RPAP1	7046
RPAP2	17048
RPAP3	5350
RPARP-AS1	6160
RPE	3523
RPE65	2605
RPEL1	2130
RPF1	2290
RPF2	3922
RPGR	8351
RPGRIP1	5470
RPGRIP1L	12387
RPH3A	10276
RPH3AL	6066
RPIA	1813
RPL10	4825
RPL10A	1508
RPL10L	772
RPL11	2659
RPL12	2453
RPL13	6172
RPL13A	2369
RPL14	8626
RPL15	7222
RPL17	2466
RPL18	3857
RPL18A	3493
RPL19	1761
RPL21	2249
RPL22	4665
RPL22L1	2051
RPL23	5905
RPL23A	2232
RPL24	2618
RPL26	2476
RPL26L1	1164
RPL27	2026
RPL27A	6816
RPL28	6933
RPL29	2011
RPL3	4710
RPL30	3987
RPL31	5277
RPL32	3714
RPL34	3393
RPL34-AS1	4570
RPL35	1535
RPL35A	2899
RPL36	2271
RPL36A	3964
RPL36AL	676
RPL37	8040
RPL37A	6205
RPL38	3829
RPL39	2128
RPL39L	1033
RPL3L	2758
RPL4	5609
RPL41	1108
RPL5	3687
RPL6	4447
RPL7	2700
RPL7A	2238
RPL7L1	7811
RPL8	2159
RPL9	5022
RPLP0	3988
RPLP1	3252
RPLP2	1637
RPN1	3965
RPN2	2700
RPP14	8374
RPP21	1606
RPP25	3049
RPP25L	1092
RPP30	4653
RPP38	1930
RPP38-DT	1714
RPP40	1977
RPRD1A	8442
RPRD1B	5330
RPRD2	8738
RPRM	1425
RPRML	1098
RPS10	2302
RPS10-NUDT3	5231
RPS11	1409
RPS12	639
RPS13	2115
RPS14	5082
RPS15	2137
RPS15A	6679
RPS16	2674
RPS17	3188
RPS18	1834
RPS19	3461
RPS19BP1	3669
RPS2	2388
RPS20	3002
RPS21	1036
RPS23	4061
RPS24	7829
RPS25	1477
RPS26	2053
RPS27	1028
RPS27A	3130
RPS27L	8825
RPS28	2119
RPS29	9845
RPS3	5859
RPS3A	2280
RPS4X	2930
RPS4Y1	2159
RPS4Y2	848
RPS5	3617
RPS6	2696
RPS6KA1	5884
RPS6KA2	8251
RPS6KA2-AS1	627
RPS6KA2-IT1	579
RPS6KA3	9801
RPS6KA4	3807
RPS6KA5	27982
RPS6KA6	8794
RPS6KB1	7697
RPS6KB2	5815
RPS6KB2-AS1	470
RPS6KC1	6191
RPS6KL1	7617
RPS7	5529
RPS8	2781
RPS9	4304
RPSA	3909
RPTN	3569
RPTOR	10302
RPUSD1	2769
RPUSD2	2489
RPUSD3	5348
RPUSD4	4081
RRAD	1601
RRAGA	1599
RRAGB	2725
RRAGC	5116
RRAGD	5095
RRAS	1102
RRAS2	3456
RRBP1	6980
RREB1	17254
RRH	7160
RRM1	4233
RRM1-AS1	346
RRM2	9155
RRM2B	5548
RRN3	4156
RRNAD1	3169
RRP1	4251
RRP12	8529
RRP15	7877
RRP1B	5750
RRP36	2236
RRP7A	5700
RRP8	6921
RRP9	1542
RRS1	1720
RRS1-AS1	4366
RS1	3485
RSAD1	4137
RSAD2	4722
RSBN1	6819
RSBN1L	7190
RSC1A1	1854
RSF1	15740
RSF1-IT1	632
RSF1-IT2	566
RSKR	4663
RSL1D1	6162
RSL24D1	2965
RSPH1	2880
RSPH10B	4993
RSPH10B2	4992
RSPH14	2333
RSPH3	6561
RSPH4A	2840
RSPH6A	2533
RSPH9	2642
RSPO1	3058
RSPO2	4355
RSPO3	4957
RSPO4	2757
RSPRY1	6058
RSRC1	5117
RSRC2	8745
RSRP1	6730
RSU1	4126
RTBDN	2675
RTCA	3037
RTCA-AS1	10034
RTCB	2941
RTEL1	6440
RTF1	5770
RTF2	4063
RTKN	5191
RTKN2	9793
RTL1	5398
RTL10	6803
RTL3	2649
RTL4	2613
RTL5	4779
RTL6	5419
RTL8A	1265
RTL8B	2030
RTL8C	1192
RTL9	5529
RTN1	6019
RTN2	3227
RTN3	5792
RTN4	6644
RTN4IP1	3185
RTN4R	3126
RTN4RL1	3614
RTN4RL2	2408
RTP1	2214
RTP2	1346
RTP3	837
RTP4	1501
RTP5	2606
RTRAF	8287
RTTN	19104
RUBCN	11139
RUBCNL	6105
RUFY1	5901
RUFY2	8137
RUFY3	9405
RUFY4	4357
RUNDC1	4757
RUNDC3A	4904
RUNDC3A-AS1	5507
RUNDC3B	4710
RUNX1	15574
RUNX1T1	13535
RUNX2	8192
RUNX2-AS1	1513
RUNX3	4523
RUSC1	5429
RUSC1-AS1	3516
RUSC2	5698
RUVBL1	6998
RUVBL1-AS1	588
RUVBL2	3531
RWDD1	5867
RWDD2A	3769
RWDD2B	3377
RWDD3	1927
RWDD4	2754
RXFP1	5684
RXFP2	3336
RXFP3	2533
RXFP4	1240
RXRA	12077
RXRB	3920
RXRG	2691
RXYLT1	7769
RXYLT1-AS1	1835
RYBP	7215
RYK	8047
RYR1	15965
RYR2	17855
RYR3	20370
S100A1	3030
S100A10	1012
S100A11	649
S100A12	485
S100A13	2216
S100A14	1277
S100A16	1701
S100A2	1546
S100A3	841
S100A4	946
S100A5	784
S100A6	971
S100A7	486
S100A7A	4458
S100A7L2	339
S100A8	891
S100A9	573
S100B	1806
S100G	455
S100P	471
S100PBP	9190
S100Z	1954
S1PR1	5223
S1PR2	3643
S1PR3	13702
S1PR4	1663
S1PR5	2803
SAA1	710
SAA2	2227
SAA4	630
SAAL1	3066
SAC3D1	1772
SACM1L	7337
SACS	15918
SACS-AS1	2234
SAE1	3742
SAFB	7036
SAFB2	6018
SAG	11885
SAGE1	2953
SALL1	5660
SALL2	5383
SALL3	7397
SALL4	5773
SALRNA1	2086
SALRNA2	2066
SALRNA3	1021
SAMD1	2295
SAMD10	2450
SAMD11	4173
SAMD12	15378
SAMD12-AS1	3781
SAMD13	3455
SAMD14	7016
SAMD15	2616
SAMD3	6900
SAMD4A	12170
SAMD4B	8057
SAMD5	6557
SAMD7	2512
SAMD8	7308
SAMD9	6855
SAMD9L	7150
SAMHD1	11261
SAMM50	6410
SAMMSON	15702
SAMSN1	5185
SAMSN1-AS1	840
SAP130	4373
SAP18	3396
SAP25	1468
SAP30	1309
SAP30BP	8133
SAP30L	6714
SAP30L-AS1	12934
SAPCD1	1360
SAPCD1-AS1	461
SAPCD2	3814
SAR1A	6914
SAR1B	10798
SARAF	2999
SARDH	5118
SARM1	11105
SARNP	3365
SARS	3849
SARS2	3231
SART1	4593
SART3	7637
SASH1	10896
SASH3	2741
SASS6	3972
SAT1	2498
SAT2	1643
SATB1	13419
SATB1-AS1	13505
SATB2	10958
SATB2-AS1	6000
SATL1	7037
SAV1	5605
SAXO1	9081
SAXO2	4160
SAYSD1	2923
SBDS	1715
SBF1	9452
SBF2	16767
SBF2-AS1	5177
SBK1	5243
SBK2	1092
SBK3	1520
SBNO1	11128
SBNO1-AS1	2246
SBNO2	6610
SBSN	1986
SBSPON	4280
SC5D	10054
SCAANT1	255
SCAF1	4464
SCAF11	14035
SCAF4	5977
SCAF8	5481
SCAI	13014
SCAMP1	6746
SCAMP1-AS1	5028
SCAMP2	5000
SCAMP3	2442
SCAMP4	6795
SCAMP5	4862
SCAND1	1996
SCAP	6288
SCAPER	11610
SCARA3	4029
SCARA5	4380
SCARB1	7741
SCARB2	19295
SCARF1	4958
SCARF2	3341
SCARNA9	353
SCART1	8015
SCAT1	4576
SCAT2	735
SCAT8	1454
SCCPDH	2141
SCD	5245
SCD5	4231
SCEL	4205
SCEL-AS1	570
SCFD1	6410
SCFD2	3176
SCG2	2577
SCG3	3171
SCG5	2196
SCGB1A1	584
SCGB1B2P	616
SCGB1C1	435
SCGB1C2	478
SCGB1D1	453
SCGB1D2	455
SCGB1D4	446
SCGB2A1	520
SCGB2A2	1509
SCGB2B2	2990
SCGB3A1	803
SCGB3A2	1075
SCGN	1482
SCHIP1	7645
SCHLAP1	1436
SCIMP	4249
SCIN	11626
SCLT1	8980
SCLY	11698
SCMH1	4447
SCML1	5497
SCML2	4327
SCML4	9066
SCN10A	6734
SCN11A	10069
SCN1A	18868
SCN1A-AS1	18900
SCN1B	7989
SCN2A	23695
SCN2B	10023
SCN3A	11587
SCN3B	10003
SCN4A	8243
SCN4B	5649
SCN5A	10017
SCN7A	9733
SCN8A	16144
SCN9A	13946
SCNM1	3265
SCNN1A	5876
SCNN1B	3881
SCNN1D	4025
SCNN1G	3477
SCO1	10299
SCO2	1383
SCOC	6294
SCOC-AS1	8553
SCP2	8253
SCP2D1	596
SCPEP1	3853
SCRG1	5103
SCRIB	6586
SCRN1	6048
SCRN2	2999
SCRN3	4144
SCRT1	3980
SCRT2	3200
SCT	526
SCTR	3426
SCUBE1	12122
SCUBE2	7992
SCUBE3	7819
SCX	1106
SCYGR1	267
SCYGR2	363
SCYGR3	303
SCYGR4	1658
SCYGR5	258
SCYGR6	318
SCYGR7	291
SCYGR8	837
SCYL1	4282
SCYL2	7472
SCYL3	6883
SDAD1	3491
SDC1	3613
SDC2	4084
SDC3	7065
SDC4	2613
SDCBP	4777
SDCBP2	2553
SDCBP2-AS1	5308
SDCCAG8	5321
SDE2	3987
SDF2	3213
SDF2L1	1059
SDF4	4745
SDHA	8765
SDHAF1	1117
SDHAF2	2492
SDHAF3	2303
SDHAF4	1440
SDHB	2462
SDHC	14160
SDHD	2790
SDK1	12258
SDK2	11963
SDR16C5	3279
SDR39U1	3099
SDR42E1	11904
SDR42E2	2630
SDR9C7	1789
SDS	3005
SDSL	2073
SEBOX	666
SEC11A	5492
SEC11C	4118
SEC13	5380
SEC14L1	10356
SEC14L2	5887
SEC14L3	3663
SEC14L4	2635
SEC14L5	6463
SEC14L6	3392
SEC16A	9975
SEC16B	7377
SEC22A	4704
SEC22B	9039
SEC22C	8159
SEC23A	8660
SEC23A-AS1	500
SEC23B	4347
SEC23IP	7847
SEC24A	7291
SEC24B	5219
SEC24B-AS1	6397
SEC24C	5353
SEC24D	9920
SEC31A	9297
SEC31B	7934
SEC61A1	4640
SEC61A2	3916
SEC61B	1209
SEC61G	1842
SEC62	7928
SEC62-AS1	346
SEC63	8606
SECISBP2	9820
SECISBP2L	8583
SECTM1	2909
SEH1L	10481
SEL1L	9553
SEL1L2	3887
SEL1L3	7483
SELE	4586
SELENBP1	3476
SELENOF	2201
SELENOH	2305
SELENOI	8552
SELENOK	2132
SELENOM	3187
SELENON	4421
SELENOO	2363
SELENOP	5502
SELENOS	3758
SELENOT	4135
SELENOV	1731
SELENOW	5248
SELL	2731
SELP	3490
SELPLG	2494
SEM1	11490
SEMA3A	9259
SEMA3B	5768
SEMA3B-AS1	338
SEMA3C	6100
SEMA3D	8062
SEMA3E	8450
